,X,Y,CLUSTER
NOISE,-3.4636,-2.0788,0
NOISE,7.6974,1.3309,0
NOISE,5.4493,-5.394,0
NOISE,-3.5787,5.9525,0
NOISE,2.9616,-0.1172,0
NOISE,6.0575,-5.9829,0
NOISE,6.4579,5.1549,0
NOISE,2.6205,-3.8634,0
NOISE,5.3506,5.2174,0
NOISE,4.1739,5.37,0
NOISE,2.8193,3.9702,0
NOISE,7.7416,-3.3205,0
NOISE,5.0785,5.7007,0
NOISE,3.4913,-1.2514,0
NOISE,-6.039,-5.922000000000001,0
NOISE,-3.8526,2.8082,0
NOISE,-4.2938,-5.0996,0
NOISE,7.4301,4.9153,0
NOISE,-2.8853,2.8708,0
NOISE,6.149,0.63,0
NOISE,4.0862,2.5542,0
NOISE,6.8893,-3.6698,0
NOISE,-2.2576,-5.5259,0
NOISE,-3.1051,-5.0808,0
NOISE,-0.8079,0.853,0
NOISE,-4.1438,4.391,0
NOISE,-3.3398,0.0369,0
NOISE,1.9253,3.8797,0
NOISE,-6.4612,-0.8822,0
NOISE,-6.1926,-5.7257,0
NOISE,-6.0532,1.1432,0
NOISE,-3.1702,0.2354,0
NOISE,1.0076,1.3981,0
NOISE,4.7949,3.2973,0
NOISE,7.4075,-2.3309,0
NOISE,-6.4179,3.0427,0
NOISE,7.2212,5.4095,0
NOISE,-6.297000000000001,-3.5083,0
NOISE,-3.0348,0.8338,0
NOISE,4.1898,5.9875,0
NOISE,-0.9876,0.188,0
NOISE,4.2041,-3.2507,0
NOISE,7.8982,2.4677,0
NOISE,-2.4146,-5.3183,0
NOISE,-1.1258,0.7503,0
NOISE,-3.6401,2.2509,0
NOISE,-1.4699,4.7119,0
NOISE,6.8704,-1.1933,0
NOISE,1.9763,-3.7967,0
NOISE,2.4047,3.4772,0
NOISE,-6.2164,-4.4624,0
NOISE,2.9693,-0.21,0
NOISE,-7.2781,-4.0144,0
NOISE,6.8179,0.6051,0
NOISE,3.2792,-4.0732,0
NOISE,-2.3711,1.3797,0
NOISE,-2.1135,-3.1044,0
NOISE,3.1255,4.0624,0
NOISE,1.6543,3.5851,0
NOISE,-3.6675,3.1299,0
NOISE,-7.2992,-1.868,0
NOISE,-2.6468,5.5164,0
NOISE,-4.0089,2.4796,0
NOISE,-5.0528,-3.9737,0
NOISE,7.9306,3.6545,0
NOISE,-5.6777,3.7441,0
NOISE,3.4167,1.0628,0
NOISE,3.4436,-2.7882,0
NOISE,3.5985,-1.5619999999999998,0
NOISE,-3.8679,5.6248,0
NOISE,-7.6188,-5.1013,0
NOISE,4.0271,5.2491,0
NOISE,-0.556,4.673,0
NOISE,1.6809,-5.3291,0
NOISE,3.0328,-5.3609,0
NOISE,-1.5831,-5.8662,0
NOISE,0.636,3.531,0
NOISE,-6.5581,5.6137,0
NOISE,5.6104,4.6911,0
NOISE,6.7938,4.3056,0
NOISE,-3.5499,-3.3772,0
NOISE,-1.6866,3.0276,0
NOISE,2.2806,0.9689,0
NOISE,3.4316,-4.9394,0
NOISE,4.8327,-4.9595,0
NOISE,-4.2373,-0.5862,0
NOISE,-2.8732,5.994,0
NOISE,-5.6888,3.3243,0
NOISE,-3.6334,-1.16,0
NOISE,-7.5609,5.6911,0
NOISE,-5.9057,-0.5897,0
NOISE,-7.6979999999999995,-2.4344,0
NOISE,1.1285,1.692,0
NOISE,-7.3823,1.1678,0
NOISE,2.1661,-5.5915,0
NOISE,5.0832,5.1524,0
NOISE,3.5539,-4.501,0
NOISE,-2.0238,-4.0238,0
NOISE,1.8505,0.3599,0
NOISE,-1.9439,-4.6816,0
NOISE,-4.8825,-5.5355,0
NOISE,5.7468,-4.0618,0
NOISE,-4.1782,3.2889999999999997,0
NOISE,-3.5309,1.7423,0
NOISE,-1.7151,3.7726,0
NOISE,5.8767,-3.4076,0
NOISE,0.7847,-4.9761,0
NOISE,-6.4719,1.5876,0
NOISE,-2.5901,-4.2023,0
NOISE,3.6576,-5.308,0
NOISE,-5.5276,-3.509,0
NOISE,6.197,0.4636,0
NOISE,-2.642,1.9351,0
NOISE,7.7860000000000005,-1.9197,0
NOISE,2.2224,-2.9022,0
NOISE,-4.3364,-4.8819,0
NOISE,-6.843,-0.8184,0
NOISE,7.099,-5.2225,0
NOISE,7.7137,4.736000000000001,0
NOISE,-0.2262,5.0393,0
NOISE,7.6398,-1.4043,0
NOISE,-7.3072,-1.9495,0
NOISE,-1.689,2.2722,0
NOISE,-5.2066,-3.5131,0
NOISE,1.3329,4.696000000000001,0
NOISE,-5.0081,-3.5114,0
NOISE,-7.1769,4.4974,0
NOISE,4.5295,-3.5709,0
NOISE,0.9658,-0.7853,0
NOISE,1.2193,3.1376,0
NOISE,6.6446,-0.9189,0
NOISE,-0.9275,-4.324,0
NOISE,2.4725,5.519,0
NOISE,3.6578,5.0262,0
NOISE,-0.2933,4.7876,0
NOISE,-0.9528,-4.4554,0
NOISE,-4.0969999999999995,3.805,0
NOISE,6.4606,2.0048,0
NOISE,-7.0297,-3.6135,0
NOISE,-7.4341,-1.8156,0
NOISE,4.2912,3.4302,0
NOISE,2.311,-2.1601,0
NOISE,-7.2405,-3.01,0
NOISE,7.5894,-2.6727,0
NOISE,-0.5636,1.3677,0
NOISE,7.9001,4.417,0
NOISE,2.6014,-4.5389,0
NOISE,-7.2561,-4.9162,0
NOISE,3.2242,-2.7207,0
NOISE,-5.1972,-5.1133,0
NOISE,-6.7291,-1.8783,0
NOISE,-2.6528,5.1054,0
NOISE,0.6433,2.4962,0
NOISE,-5.3954,-5.6054,0
NOISE,-3.5698,0.9787,0
NOISE,-1.8084,2.8418,0
NOISE,0.3264,-5.3111,0
NOISE,-0.4454,3.3315,0
NOISE,-2.5476,5.6277,0
NOISE,-7.5667,-2.6154,0
NOISE,1.5825,1.2544,0
NOISE,5.8548,0.5704,0
NOISE,-3.0896,3.7081,0
NOISE,3.4202,1.5973,0
NOISE,6.6994,-1.6412,0
NOISE,-2.7131,-3.1749,0
NOISE,-2.0105,5.0956,0
NOISE,7.1785,1.1558,0
NOISE,1.4849,3.2957,0
NOISE,-5.7379999999999995,4.7737,0
NOISE,1.6313,2.2787,0
NOISE,7.5465,-2.8718,0
NOISE,-4.8467,4.1407,0
NOISE,6.5065,3.721,0
NOISE,-5.3649,-4.0503,0
NOISE,1.6669,0.2829,0
NOISE,-3.5975,0.6563,0
NOISE,-1.8552,5.7276,0
NOISE,-4.024,2.2962,0
NOISE,-0.815,0.7076,0
NOISE,3.1396,-4.3826,0
NOISE,4.4951,3.8215,0
NOISE,3.702,0.9423,0
NOISE,0.6167,5.5433,0
NOISE,6.1119,1.5329,0
NOISE,4.4194,3.8907,0
NOISE,6.1768,0.7987,0
NOISE,4.9552,-4.2899,0
NOISE,-3.3529,4.6105,0
NOISE,4.1499,1.9178,0
NOISE,-1.0355,5.1028,0
NOISE,-2.4291,-5.8732,0
NOISE,4.9267,5.0474,0
NOISE,5.6906,-5.2697,0
NOISE,-2.5102,4.0439,0
NOISE,7.9574,-2.9857,0
NOISE,3.4932,-3.7553,0
NOISE,5.2399,-4.0696,0
NOISE,-5.321000000000001,4.1741,0
NOISE,1.2864,4.7716,0
NOISE,-1.6701,2.2578,0
NOISE,-3.8965,-0.753,0
NOISE,-6.2887,-1.9113,0
NOISE,-3.656,-4.1994,0
NOISE,-2.7987,0.0422,0
NOISE,-7.841,3.3167,0
NOISE,-2.202,-1.2796,0
NOISE,-5.636,3.7249,0
NOISE,3.199,-1.0154,0
NOISE,0.4497,-5.7860000000000005,0
NOISE,0.5079,-5.4917,0
NOISE,6.7358,-2.3071,0
NOISE,0.9937,-5.6729,0
NOISE,7.8695,3.386,0
NOISE,-2.9161,-2.5593,0
NOISE,5.0281,-4.797,0
NOISE,4.0627,0.4773,0
NOISE,0.4091,3.2811,0
NOISE,-2.1358,4.8874,0
NOISE,-4.0689,-0.45399999999999996,0
NOISE,4.3749,-4.6909,0
